시도,시군구,어린이집명,어린이집유형구분,운영현황,우편번호,주소,어린이집전화번호,어린이집팩스번호,보육실수,보육실면적,놀이터수,CCTV설치수,보육교직원수,정원수,현원수,위도,경도,통학차량운영여부,홈페이지주소,인가일자,휴지시작일자,휴지종료일자,폐지일자
대전광역시,유성구,대전유성경찰서어린이집,직장,정상,34097,대전광역시 유성구 북유성대로 112 (죽동),042-826-1825,042-826-1820,5,179,1,32,14,60,20,36.37833860240324,127.32546371860591,미운영,https://hansol-dypolice.kidsnote.ac,2022-02-25,,,
대전광역시,동구,대전동부경찰서어린이집,직장,정상,34639,대전광역시 동구 충무로 222 (인동),042-273-0112,042-283-0112,6,301,1,35,18,80,49,36.3223247,127.4408242,미운영,https://hansol-dongbupolice.kidsnote.ac/home/main,2022-02-24,,,
대전광역시,서구,대전광역시교육청 직장어린이집,직장,정상,35239,대전광역시 서구 둔산로 89 ,042-471-6009,--,4,137,0,13,11,42,26,36.352413,127.3838718,미운영,,2022-02-18,,,
대전광역시,유성구,꿈에그린아이숲어린이집,국공립,정상,34070,"대전광역시 유성구 지족북로 33 107동 104호(지족동, 한화꿈에그린1단지)",042-826-5901,--,3,84,1,4,11,20,20,36.388008994220414,127.30243651031196,미운영,,2022-02-14,,,
대전광역시,유성구,드림월드어린이집,국공립,정상,34166,"대전광역시 유성구 문화원로 13 (장대동, 드림월드아파트)",042-331-2909,--,4,126,1,8,11,25,22,36.36276400108455,127.33846300717609,미운영,,2022-02-14,,,
대전광역시,대덕구,동일스위트키즈어린이집,국공립,정상,34307,"대전광역시 대덕구 대청로 43 (신탄진동, 동일스위트리버스카이1단지 관리동)",042-934-7002,042-934-7003,5,212,1,16,18,67,44,36.45365337883162,127.43141416553604,미운영,,2022-02-03,,,
대전광역시,중구,예가윤슬어린이집,민간,폐지,34896,대전광역시 중구 평촌로 93 쌍용예가아파트 관리동,042-524-0079,042-524-0079,4,103,0,5,0,31,0,36.3237118222804,127.39660370241266,미운영,,2021-12-01,,,2026-03-01
대전광역시,유성구,사랑뜰어린이집,국공립,정상,34207,"대전광역시 유성구 학하로 33 (계산동, 학하리슈빌아파트)",042-826-0506,042-826-2201,5,128,2,12,17,48,46,36.338474118491746,127.30269461747872,미운영,,2021-11-16,,,
대전광역시,서구,대전광역시다빛하나어린이집,국공립,정상,35276,대전광역시 서구 신갈마로195번길 51 ,042-522-7942,--,7,143,1,15,25,45,43,36.35060556944324,127.36502199448105,미운영,,2021-09-01,,,
대전광역시,동구,아이원어린이집,국공립,정상,34695,대전광역시 동구 동구청로 67 풍림아이원아파트 관리동(가오동),042-383-5665,--,6,118,0,10,14,36,33,36.3047234,127.4572954,운영,,2021-08-01,,,
대전광역시,동구,새록새록어린이집,국공립,정상,34660,대전광역시 동구 용운로 80 용방마을아파트 관리동(용운동),042-345-4646,042-284-1999,6,237,1,8,17,75,50,36.327514984376584,127.4538606030864,운영,,2021-08-01,,,
대전광역시,대덕구,대전지방국세청 우리누리어린이집,직장,정상,34383,대전광역시 대덕구 계족로 677 대전지방국세청 내,042-622-6770,042-622-6770,3,62,0,10,6,18,4,36.37191215839849,127.42797595251325,미운영,,2021-07-02,,,
대전광역시,서구,다우숲어린이집,민간,정상,35258,"대전광역시 서구 계룡로615번길 82 109동 1층(탄방동, e편한세상 둔산)",042-584-7942,042-584-7942,5,98,2,8,12,36,31,36.3418768,127.3932537,미운영,,2021-06-15,,,
대전광역시,동구,에코포레라온어린이집,국공립,정상,34523,"대전광역시 동구 용운로 203 (용운동, e편한세상대전에코포레아파트)",042-273-1777,042-273-1772,5,165,1,16,13,58,49,36.3276039,127.4530028,미운영,,2021-05-01,,,
대전광역시,서구,둔산하나금융공동직장어린이집,직장,정상,35229,대전광역시 서구 둔산북로 30 ,042-631-2013,--,4,177,1,23,9,49,9,36.3555711,127.3778125,미운영,,2021-03-19,,,
대전광역시,서구,햇빛촌어린이집,국공립,정상,35205,대전광역시 서구 문예로 174 관리동 1층,042-472-1465,0508-910-1465,4,144,1,8,17,54,39,36.363900469028174,127.39194533320541,운영,,2021-03-03,,,
대전광역시,중구,주공어린이집,국공립,정상,35009,대전광역시 중구 산성로 108-20 주공아파트2단지 관리동,042-585-3706,--,4,147,0,7,6,33,13,36.3094425,127.3996359,운영,,2021-03-02,,,
대전광역시,중구,한사랑어린이집,국공립,정상,34849,대전광역시 중구 동서대로 1388 금호한사랑아파트 관리동,042-223-7939,042-222-7939,3,72,0,4,10,26,24,36.33182400687836,127.41113635815944,미운영,,2021-03-02,,,
대전광역시,유성구,칸타빌어린이집,민간,정상,34127,대전광역시 유성구 죽동로 39 죽동칸타빌아파트 관리동,042-824-4646,042-824-4646,6,279,1,12,16,87,45,36.37009766696961,127.33393024549558,미운영,,2021-03-02,,,
대전광역시,서구,다온숲어린이집,국공립,정상,35383,대전광역시 서구 구봉산북로 165 관리동 1층,042-543-0179,--,8,207,1,16,21,75,63,36.292299759292774,127.33881797477332,미운영,,2021-03-01,,,
대전광역시,서구,피노키오어린이집,국공립,정상,35235,대전광역시 서구 둔산남로 30 108-102,042-489-6555,--,4,61,1,5,10,20,20,36.34772644248406,127.3794459680266,미운영,,2021-03-01,,,
대전광역시,서구,또래또래어린이집,국공립,정상,35329,대전광역시 서구 도마로19번길 52 ,042-584-9001,--,5,156,1,7,15,46,33,36.324718702848614,127.37250202846053,운영,,2021-03-01,,,
대전광역시,유성구,사랑애어린이집,국공립,정상,34073,"대전광역시 유성구 지족로190번길 39 관리동(지족동, 노은에코힐아파트)",042-825-2181,--,5,209,3,7,15,42,33,36.382078847189355,127.30570547074426,미운영,,2021-02-26,,,
대전광역시,유성구,상록어린이집,국공립,정상,34090,"대전광역시 유성구 노은동로 111 관리동(노은동, 열매마을10단지아파트)",042-826-6070,--,4,136,3,5,14,37,34,36.37016425521337,127.32072723901122,미운영,,2021-02-26,,,
대전광역시,유성구,ibs꿈돌이어린이집,직장,정상,34126,대전광역시 유성구 엑스포로 55 기초과학연구원 어린이집,042-867-0700,042-867-0701,4,188,2,25,16,49,33,36.379733407766515,127.38591477376778,미운영,,2021-02-19,,,
대전광역시,유성구,유성숲다온어린이집,국공립,정상,34159,대전광역시 유성구 학하중앙로 60 ,042-822-2555,042-822-2556,4,186,3,8,13,33,33,36.3459918,127.3020135,미운영,,2021-02-09,,,
대전광역시,동구,아이편한어린이집,가정,정상,34523,대전광역시 동구 용운로 203 105동 104호,042-272-1230,0504-042-9172,4,101,0,4,8,20,20,36.328555340720065,127.4628042499712,미운영,,2021-01-20,,,
대전광역시,동구,에코포레어린이집,가정,정상,34523,"대전광역시 동구 용운로 203 111동 105호(용운동, e편한세상대전에코포레)",042-285-0789,042-285-0890,4,101,0,7,11,20,20,36.32869908972685,127.46465944900939,미운영,,2021-01-13,,,
대전광역시,대덕구,법동e편한바론어린이집,국공립,정상,34386,대전광역시 대덕구 중리북로 46 관리동,042-488-9637,--,5,208,2,15,18,58,47,36.36722310743735,127.42628443189922,미운영,,2021-01-01,,,
대전광역시,대덕구,서희누리어린이집,국공립,정상,34305,대전광역시 대덕구 대덕대로1585번길 44 관리동,042-931-2021,--,4,190,1,8,16,54,52,36.454296585904444,127.42544970747393,미운영,,2021-01-01,,,
대전광역시,대덕구,양지어린이집,국공립,정상,34379,대전광역시 대덕구 대전로1185번길 30 ,042-632-0525,--,4,90,1,6,9,34,16,36.36029867741913,127.41445312204229,운영,,2021-01-01,,,
대전광역시,동구,숲향기어린이집,국공립,정상,34660,대전광역시 동구 용운로 124-14 (용운동),042-272-3762,--,8,240,1,17,19,85,63,36.32729624223278,127.45569137681076,운영,,2020-12-30,,,
대전광역시,동구,위드힐어린이집,국공립,정상,34687,"대전광역시 동구 대전로542번길 121 312동(천동, 위드힐아파트 관리동)",042-283-0005,--,7,150,1,15,16,53,45,36.3158912334719,127.44327302755901,미운영,,2020-12-01,,,
대전광역시,동구,아침마을어린이집,국공립,정상,34593,"대전광역시 동구 우암로 192 (가양동, 아침마을아파트 관리동)",042-623-5770,--,6,102,0,16,14,34,27,36.34077551524907,127.43946245604853,운영,,2020-12-01,,,
대전광역시,동구,둥근마음어린이집,국공립,정상,34509,"대전광역시 동구 충정로 136 (가양동, 대주파크빌아파트 관리동)",042-383-5004,--,4,75,0,8,9,27,19,36.34361873830721,127.44915296847775,운영,,2020-12-01,,,
대전광역시,서구,센트럴자이하랑어린이집,국공립,정상,35403,대전광역시 서구 복수서로 15 복수센트럴자이아파트 관리동,042-583-1233,042-584-1233,5,164,3,20,11,60,44,36.30711851167523,127.37254634342884,미운영,,2020-12-01,,,
대전광역시,유성구,반석더샵어린이집,국공립,정상,34066,대전광역시 유성구 반석로 80 관리동,042-825-2331,042-825-2331,6,155,1,16,16,48,44,36.391105572316825,127.30512219654095,미운영,,2020-12-01,,,
대전광역시,대덕구,청담어린이집,가정,정상,34386,"대전광역시 대덕구 중리북로 46 111동 101호(법동, e편한세상 대전법동)",042-300-0107,--,4,62,0,4,8,20,18,36.36749065625847,127.42580675209659,미운영,,2020-11-03,,,
대전광역시,서구,휴리움어린이집,민간,폐지,35276,"대전광역시 서구 신갈마로 186 (갈마동, 갤러리휴리움아파트 관리동)",042-522-3350,--,4,73,2,4,0,25,0,36.3502837086108,127.36859097269796,미운영,,2020-07-14,,,2023-03-01
대전광역시,서구,더샵해나어린이집,국공립,정상,35377,대전광역시 서구 구봉산북로 52 관저더샵2차아파트,042-543-4677,042-544-4677,6,160,2,15,16,54,47,36.293180873766445,127.32659859235339,미운영,,2020-07-01,,,
대전광역시,유성구,아람어린이집,가정,폐지,34066,대전광역시 유성구 반석로 80 106동 102호,042-362-4456,0504-158-4456,3,60,1,4,0,20,0,36.392453378557576,127.30490453620307,미운영,https://www.instagram.com/20aram0603/?igsh=YnI3N2k4eTk2Y21o,2020-06-02,,,2026-03-17
대전광역시,중구,애플키즈어린이집,국공립,정상,34811,대전광역시 중구 동서대로1403번길 96 (목동),042-223-5659,042-226-5659,8,262,2,11,16,80,68,36.33709075711549,127.40869129917101,운영,,2020-06-01,,,
대전광역시,중구,지니키즈어린이집,국공립,정상,34969,대전광역시 중구 계백로1618번길 65 (유천동),042-583-0009,042-585-0603,5,150,1,7,15,49,29,36.3160638,127.4008558,운영,,2020-06-01,,,
대전광역시,대덕구,잼버리어린이집,국공립,정상,34309,대전광역시 대덕구 신탄진동로35번길 56 (신탄진동),042-932-9862,--,8,494,2,16,18,98,76,36.4505416,127.4328281,운영,,2020-05-01,,,
대전광역시,동구,햇빛어린이집,국공립,정상,34579,대전광역시 동구 계족로382번길 55 (성남동),042-622-0029,--,5,176,1,9,13,49,30,36.34644297643017,127.43602426321261,운영,https://blog.naver.com/hanyj2008,2020-04-01,,,
대전광역시,동구,재능나라어린이집,국공립,정상,34560,대전광역시 동구 옛신탄진로75번길 61 (홍도동),042-627-5405,042-624-5406,6,247,1,12,20,87,63,36.34686185515623,127.41906898735452,운영,,2020-03-09,,,
대전광역시,동구,다하우미린어린이집,국공립,정상,34681,"대전광역시 동구 은어송로 100 복지관1층(가오동,은어송마을5단지)",042-285-5252,042-286-5256,4,88,0,9,17,32,29,36.30774052372552,127.45926856784294,운영,,2020-03-01,,,
대전광역시,대덕구,해바라기어린이집,국공립,정상,34317,대전광역시 대덕구 석봉북로15번길 19 ,042-932-0232,042-934-0231,7,252,2,13,17,94,59,36.448604292465674,127.42396576621871,운영,,2020-03-01,,,
대전광역시,유성구,유성숲어린이집,가정,폐지,34159,대전광역시 유성구 학하중앙로 60 오투그란데 유성숲 507동 103호,042-822-9237,042-822-9237,3,56,1,4,0,20,0,36.34618909978419,127.3005550020865,미운영,,2020-02-25,,,2022-11-28
대전광역시,유성구,금강유역환경청어린이집,직장,정상,34142,대전광역시 유성구 대학로 417 (구성동) 금강유역환경청어린이집,042-864-1990,042-861-9206,5,170,1,22,11,49,39,36.3728553,127.3743851,미운영,,2020-02-21,,,
대전광역시,유성구,국립한밭대학교어린이집,직장,정상,34153,대전광역시 유성구 동서대로 128 (덕명동)한밭대학교어린이집,042-826-8800,042-826-8824,4,185,1,21,9,49,26,36.35148211425838,127.29751448308882,미운영,,2020-02-20,,,
대전광역시,유성구,리빙포레어린이집,국공립,정상,34209,대전광역시 유성구 학하중앙로 99 오투그란데리빙포레아파트 관리동어린이집,042-825-2207,042-825-2206,4,95,2,8,13,33,29,36.34357279048403,127.30436855101432,미운영,,2020-01-10,,,
대전광역시,유성구,봉산행복어린이집,국공립,정상,34006,대전광역시 유성구 와룡로136번길 97 행복주택 내 관리동어린이집,042-935-0420,042-935-0421,6,124,2,14,15,45,37,36.43937367502126,127.38626842364674,미운영,,2020-01-10,,,
대전광역시,대덕구,하브루타kids어린이집,국공립,정상,34332,"대전광역시 대덕구 덕암로 200 101동 보육시설(평촌동,행복한마을아파트)",042-931-1333,042-931-1335,7,172,1,8,11,40,26,36.43753498799671,127.42355981265143,운영,,2020-01-02,,,
대전광역시,서구,마루미어린이집,국공립,정상,35404,대전광역시 서구 복수중로 30 관리동,042-583-8603,--,4,78,2,4,12,28,24,36.30667924863648,127.37612387891657,미운영,,2020-01-01,,,
대전광역시,동구,예랑어린이집,민간,정상,34686,대전광역시 동구 대전로542번길 78 천동휴먼시아아파트1단지 관리동(천동),042-284-4777,042-284-4778,3,70,0,4,9,25,20,36.31443368571453,127.44657332483666,운영,,2019-12-19,,,
대전광역시,중구,캔키즈어린이집,국공립,정상,34814,대전광역시 중구 목중로20번길 12 (중촌동),042-256-7445,042-223-7445,9,333,2,12,23,113,108,36.33616835529505,127.41093920540254,운영,,2019-12-10,,,
대전광역시,중구,예뜰어린이집,국공립,정상,34867,대전광역시 중구 중앙로 45 센트럴뷰아파트 관리동,042-226-9457,--,4,184,0,8,13,33,33,36.3236499856649,127.4164417387048,미운영,,2019-12-10,,,
대전광역시,중구,유천딩동댕어린이집,국공립,정상,34900,대전광역시 중구 유천로86번길 22-2 (유천동),042-533-0992,--,4,132,0,11,17,45,45,36.3202862,127.3981807,운영,,2019-12-10,,,
대전광역시,중구,예쁜어린이집,국공립,정상,34969,대전광역시 중구 계백로1646번길 97 (유천동),042-535-5630,042-535-5630,6,163,1,8,16,49,37,36.3151585,127.4023851,운영,,2019-12-10,,,
대전광역시,동구,담쟁이어린이집,국공립,폐지,34580,대전광역시 동구 성남로 16-1 (성남동),042-633-0456,042-633-1251,8,475,1,12,0,107,0,36.3437411,127.432045,운영,,2019-12-02,,,2024-09-30
대전광역시,유성구,도룡키즈웰어린이집,민간,정상,34130,"대전광역시 유성구 가정로 306-6 (도룡동,SK뷰아파트관리동)",042-867-2492,070-7500-2492,5,110,1,8,10,39,24,36.38522469453377,127.37501949165136,미운영,https://blog.naver.com/kidswell2492,2019-10-10,,,
대전광역시,동구,오렌지어린이집,국공립,정상,34664,"대전광역시 동구 동부로 73 (판암동, 판암주공 5단지 관리동)",042-282-8832,042-282-8832,5,82,0,8,6,29,10,36.32275457275587,127.45915619219481,운영,,2019-10-01,,,
대전광역시,서구,관저더샵제이어린이집,국공립,정상,35375,대전광역시 서구 관저서로 19 관저더샵1차아파트 관리동,042-542-2587,042-543-2587,6,234,0,22,16,62,37,36.29360629408751,127.32920532265277,미운영,,2019-09-27,,,
대전광역시,유성구,KIMM키미키즈어린이집,직장,정상,34103,대전광역시 유성구 가정북로 156 (장동),042-867-9118,042-863-9896,5,227,1,16,18,75,45,36.39463543556384,127.36028978122597,미운영,http://www.puruni.com/kimmykids,2019-08-26,,,
